,date,L,UV,TK,TS
562,2023-06-19 21:47:00+03:00,308.0,0.5,14.74,16.2
563,2023-06-19 21:57:00+03:00,224.0,0.3,14.05,15.79
564,2023-06-19 22:07:00+03:00,154.0,0.2,13.52,15.35
565,2023-06-19 22:17:00+03:00,100.0,0.1,12.8,14.68
566,2023-06-19 22:27:00+03:00,66.0,0.1,12.36,14.4
567,2023-06-19 22:37:00+03:00,42.0,0.1,11.87,14.04
568,2023-06-19 22:47:00+03:00,24.0,0.1,11.78,14.22
569,2023-06-19 22:57:00+03:00,14.0,0.1,11.35,13.81
570,2023-06-19 23:07:00+03:00,8.0,0.0,11.26,13.54
571,2023-06-19 23:17:00+03:00,2.0,0.0,11.46,14.0
572,2023-06-19 23:27:00+03:00,2.0,0.0,11.42,14.0
573,2023-06-19 23:37:00+03:00,2.0,0.0,11.51,14.31
574,2023-06-19 23:47:00+03:00,0.0,0.0,11.4,14.28
575,2023-06-19 23:57:00+03:00,0.0,0.0,11.1,13.76
576,2023-06-20 00:07:00+03:00,0.0,0.0,10.85,13.61
577,2023-06-20 00:17:00+03:00,0.0,0.0,10.66,13.36
578,2023-06-20 00:27:00+03:00,0.0,0.0,10.64,13.31
579,2023-06-20 00:37:00+03:00,0.0,0.0,10.68,13.3
580,2023-06-20 00:47:00+03:00,0.0,0.0,10.98,13.63
581,2023-06-20 00:57:00+03:00,0.0,0.0,11.1,13.89
582,2023-06-20 01:07:00+03:00,0.0,0.0,10.78,13.33
583,2023-06-20 01:17:00+03:00,0.0,0.0,11.24,13.69
584,2023-06-20 01:27:00+03:00,0.0,0.0,11.81,14.66
585,2023-06-20 01:37:00+03:00,0.0,0.0,12.69,15.24
586,2023-06-20 01:47:00+03:00,0.0,0.0,13.46,15.71
587,2023-06-20 01:57:00+03:00,0.0,0.0,13.78,15.69
588,2023-06-20 02:07:00+03:00,0.0,0.0,14.0,15.93
589,2023-06-20 02:17:00+03:00,0.0,0.0,14.19,16.08
590,2023-06-20 02:27:00+03:00,2.0,0.0,14.08,16.17
591,2023-06-20 02:37:00+03:00,2.0,0.0,13.88,16.0
592,2023-06-20 02:47:00+03:00,8.0,0.0,13.35,15.64
593,2023-06-20 02:57:00+03:00,14.0,0.0,13.33,15.6
594,2023-06-20 03:07:00+03:00,24.0,0.0,13.25,15.58
595,2023-06-20 03:17:00+03:00,42.0,0.0,13.28,15.56
596,2023-06-20 03:27:00+03:00,72.0,0.0,13.39,15.35
597,2023-06-20 03:37:00+03:00,108.0,0.1,13.01,15.11
598,2023-06-20 03:47:00+03:00,168.0,0.2,13.5,15.22
599,2023-06-20 03:57:00+03:00,276.0,0.4,14.07,15.64
600,2023-06-20 04:07:00+03:00,416.0,0.5,14.42,15.82
601,2023-06-20 04:17:00+03:00,586.0,0.7,14.75,15.97
602,2023-06-20 04:27:00+03:00,748.0,0.9,14.94,16.0
603,2023-06-20 04:37:00+03:00,904.0,1.1,15.04,16.07
604,2023-06-20 04:47:00+03:00,1018.0,1.3,15.25,16.25
605,2023-06-20 04:57:00+03:00,1180.0,1.4,15.65,16.36
606,2023-06-20 05:07:00+03:00,1330.0,1.6,16.18,16.69
607,2023-06-20 05:17:00+03:00,1496.0,1.9,16.49,16.9
608,2023-06-20 05:27:00+03:00,1728.0,2.2,16.63,16.82
609,2023-06-20 05:37:00+03:00,1992.0,2.6,16.78,16.71
610,2023-06-20 05:47:00+03:00,2016.0,2.7,17.32,16.93
611,2023-06-20 05:57:00+03:00,2372.0,2.8,18.03,17.05
612,2023-06-20 06:07:00+03:00,2488.0,3.1,20.6,17.33
613,2023-06-20 06:17:00+03:00,4378.0,4.7,21.4,17.5
614,2023-06-20 06:27:00+03:00,4860.0,5.2,24.73,18.31
615,2023-06-20 06:37:00+03:00,4446.0,4.7,25.75,18.64
616,2023-06-20 06:47:00+03:00,4746.0,5.0,25.64,18.55
617,2023-06-20 06:57:00+03:00,5252.0,5.6,25.63,18.42
618,2023-06-20 07:07:00+03:00,5690.0,6.0,26.88,19.1
619,2023-06-20 07:17:00+03:00,6174.0,6.5,26.87,18.8
620,2023-06-20 07:27:00+03:00,6820.0,7.3,27.2,19.17
621,2023-06-20 07:37:00+03:00,7280.0,8.0,28.29,19.89
622,2023-06-20 07:47:00+03:00,7602.0,8.3,29.09,20.53
623,2023-06-20 07:57:00+03:00,8064.0,8.9,29.27,20.8
624,2023-06-20 08:07:00+03:00,8570.0,9.6,29.36,20.82
625,2023-06-20 08:17:00+03:00,9124.0,10.4,29.81,21.21
626,2023-06-20 08:27:00+03:00,9630.0,11.0,30.35,21.35
627,2023-06-20 08:37:00+03:00,10092.0,11.8,31.21,22.05
628,2023-06-20 08:47:00+03:00,10644.0,12.6,31.79,22.59
629,2023-06-20 08:57:00+03:00,11152.0,13.6,31.45,22.56
630,2023-06-20 09:07:00+03:00,11106.0,13.6,31.14,22.2
631,2023-06-20 09:17:00+03:00,12626.0,16.2,30.72,22.29
632,2023-06-20 09:27:00+03:00,12902.0,16.5,30.62,22.74
633,2023-06-20 09:37:00+03:00,14654.0,18.6,32.11,23.25
634,2023-06-20 09:47:00+03:00,7234.0,10.5,33.63,23.92
635,2023-06-20 09:57:00+03:00,13640.0,18.4,32.35,23.57
636,2023-06-20 10:07:00+03:00,13916.0,19.1,31.92,23.56
637,2023-06-20 10:17:00+03:00,14286.0,19.9,30.9,22.75
638,2023-06-20 10:27:00+03:00,11796.0,19.7,30.91,22.82
639,2023-06-20 10:37:00+03:00,14930.0,21.5,30.75,23.05
640,2023-06-20 10:47:00+03:00,15206.0,22.2,31.25,23.58
641,2023-06-20 10:57:00+03:00,15392.0,22.8,31.21,23.42
642,2023-06-20 11:07:00+03:00,15760.0,23.7,29.94,22.63
643,2023-06-20 11:17:00+03:00,15760.0,24.1,29.12,22.42
644,2023-06-20 11:27:00+03:00,2488.0,4.6,28.97,22.47
645,2023-06-20 11:37:00+03:00,16312.0,25.5,25.56,22.49
646,2023-06-20 11:47:00+03:00,2454.0,4.6,27.56,23.02
647,2023-06-20 11:57:00+03:00,16498.0,26.4,24.89,22.53
648,2023-06-20 12:07:00+03:00,16406.0,27.0,27.9,23.02
649,2023-06-20 12:17:00+03:00,16406.0,27.5,28.75,22.92
650,2023-06-20 12:27:00+03:00,16312.0,27.8,29.78,23.51
651,2023-06-20 12:37:00+03:00,16220.0,28.1,29.72,23.42
652,2023-06-20 12:47:00+03:00,16312.0,28.4,29.92,23.64
653,2023-06-20 12:57:00+03:00,16220.0,28.6,30.44,23.9
654,2023-06-20 13:07:00+03:00,15576.0,29.3,29.78,23.36
655,2023-06-20 13:17:00+03:00,15668.0,28.4,29.29,23.47
656,2023-06-20 13:27:00+03:00,15392.0,28.3,29.13,23.28
657,2023-06-20 13:37:00+03:00,15206.0,28.3,29.24,23.35
658,2023-06-20 13:47:00+03:00,15114.0,28.4,29.42,23.42
659,2023-06-20 13:57:00+03:00,15206.0,28.9,29.23,23.34
660,2023-06-20 14:07:00+03:00,14470.0,27.7,28.95,22.9
661,2023-06-20 14:17:00+03:00,13364.0,21.5,28.4,22.56
662,2023-06-20 14:27:00+03:00,14562.0,28.8,29.21,22.68
663,2023-06-20 14:37:00+03:00,12258.0,21.8,28.29,22.56
664,2023-06-20 14:47:00+03:00,13180.0,26.2,28.79,22.96
665,2023-06-20 14:57:00+03:00,12902.0,25.7,29.47,23.16
666,2023-06-20 15:07:00+03:00,7418.0,16.0,28.91,22.06
667,2023-06-20 15:17:00+03:00,6820.0,13.1,26.21,21.45
668,2023-06-20 15:27:00+03:00,10644.0,21.6,27.37,22.21
669,2023-06-20 15:37:00+03:00,9538.0,18.2,26.83,21.85
670,2023-06-20 15:47:00+03:00,6774.0,12.2,26.99,22.0
671,2023-06-20 15:57:00+03:00,10598.0,21.1,26.96,21.98
672,2023-06-20 16:07:00+03:00,9862.0,19.5,27.6,22.13
673,2023-06-20 16:17:00+03:00,6866.0,15.9,27.09,21.89
674,2023-06-20 16:27:00+03:00,3708.0,7.9,26.42,21.53
675,2023-06-20 16:37:00+03:00,4308.0,10.6,26.56,22.0
676,2023-06-20 16:47:00+03:00,7788.0,16.3,27.71,22.57
677,2023-06-20 16:57:00+03:00,7650.0,16.0,27.93,22.67
678,2023-06-20 17:07:00+03:00,7464.0,15.4,28.45,22.64
679,2023-06-20 17:17:00+03:00,5828.0,11.9,28.28,22.32
680,2023-06-20 17:27:00+03:00,6404.0,12.4,27.35,22.26
681,2023-06-20 17:37:00+03:00,6358.0,13.3,27.19,22.13
682,2023-06-20 17:47:00+03:00,5898.0,12.1,27.8,22.27
683,2023-06-20 17:57:00+03:00,5874.0,11.8,28.25,22.63
684,2023-06-20 18:07:00+03:00,5206.0,10.6,27.91,22.15
685,2023-06-20 18:17:00+03:00,4630.0,9.8,28.08,22.29
686,2023-06-20 18:27:00+03:00,5068.0,9.9,28.22,22.07
687,2023-06-20 18:37:00+03:00,4238.0,8.5,28.31,22.17
688,2023-06-20 18:47:00+03:00,3432.0,6.6,27.99,22.33
689,2023-06-20 18:57:00+03:00,3318.0,6.4,27.42,22.02
690,2023-06-20 19:07:00+03:00,3708.0,6.7,26.92,21.41
691,2023-06-20 19:17:00+03:00,2890.0,5.1,26.48,21.19
692,2023-06-20 19:27:00+03:00,2292.0,4.3,25.19,20.57
693,2023-06-20 19:37:00+03:00,1924.0,3.5,23.85,20.04
694,2023-06-20 19:47:00+03:00,1866.0,3.1,21.66,18.98
695,2023-06-20 19:57:00+03:00,2626.0,4.2,23.05,19.35
696,2023-06-20 20:07:00+03:00,2522.0,4.1,24.46,19.45
697,2023-06-20 20:17:00+03:00,1658.0,2.7,22.17,18.57
698,2023-06-20 20:27:00+03:00,1398.0,2.2,19.57,17.71
699,2023-06-20 20:37:00+03:00,1486.0,2.2,18.46,17.26
700,2023-06-20 20:47:00+03:00,1682.0,2.5,18.42,17.14
701,2023-06-20 20:57:00+03:00,1174.0,1.8,17.5,16.72
702,2023-06-20 21:07:00+03:00,1042.0,1.6,16.91,16.51
703,2023-06-20 21:17:00+03:00,776.0,1.2,16.22,16.17
704,2023-06-20 21:27:00+03:00,636.0,1.0,15.49,15.81
705,2023-06-20 21:37:00+03:00,560.0,0.8,15.08,15.48
706,2023-06-20 21:47:00+03:00,354.0,0.5,14.51,15.17
707,2023-06-20 21:57:00+03:00,218.0,0.3,14.05,14.86
708,2023-06-20 22:07:00+03:00,158.0,0.2,13.46,14.48
709,2023-06-20 22:17:00+03:00,100.0,0.1,12.85,14.1
710,2023-06-20 22:27:00+03:00,68.0,0.1,12.1,13.57
711,2023-06-20 22:37:00+03:00,42.0,0.1,11.39,13.02
712,2023-06-20 22:47:00+03:00,24.0,0.1,10.62,12.52
713,2023-06-20 22:57:00+03:00,14.0,0.0,10.1,12.4
714,2023-06-20 23:07:00+03:00,8.0,0.0,9.6,11.84
715,2023-06-20 23:17:00+03:00,2.0,0.0,9.22,11.32
716,2023-06-20 23:27:00+03:00,2.0,0.0,8.92,10.85
717,2023-06-20 23:37:00+03:00,0.0,0.0,9.23,11.21
718,2023-06-20 23:47:00+03:00,0.0,0.0,9.15,11.07
719,2023-06-20 23:57:00+03:00,0.0,0.0,8.7,10.79
720,2023-06-21 00:07:00+03:00,0.0,0.0,8.61,10.68
721,2023-06-21 00:17:00+03:00,0.0,0.0,9.0,10.87
722,2023-06-21 00:27:00+03:00,0.0,0.0,8.91,10.96
723,2023-06-21 00:37:00+03:00,0.0,0.0,9.27,11.18
724,2023-06-21 00:47:00+03:00,0.0,0.0,9.42,11.35
725,2023-06-21 00:57:00+03:00,0.0,0.0,9.46,11.17
726,2023-06-21 01:07:00+03:00,0.0,0.0,9.07,10.75
727,2023-06-21 01:17:00+03:00,0.0,0.0,9.5,10.77
728,2023-06-21 01:27:00+03:00,0.0,0.0,10.15,11.13
729,2023-06-21 01:37:00+03:00,0.0,0.0,9.68,11.26
730,2023-06-21 01:47:00+03:00,0.0,0.0,9.46,11.17
731,2023-06-21 01:58:00+03:00,0.0,0.0,8.89,10.84
732,2023-06-21 02:08:00+03:00,0.0,0.0,8.63,10.54
733,2023-06-21 02:18:00+03:00,2.0,0.0,8.6,10.4
734,2023-06-21 02:28:00+03:00,2.0,0.0,8.72,10.29
735,2023-06-21 02:38:00+03:00,2.0,0.0,8.88,10.42
736,2023-06-21 02:48:00+03:00,8.0,0.0,8.71,10.24
737,2023-06-21 02:58:00+03:00,14.0,0.0,9.0,10.49
738,2023-06-21 03:08:00+03:00,22.0,0.0,8.67,10.28
739,2023-06-21 03:18:00+03:00,46.0,0.0,8.34,9.95
740,2023-06-21 03:28:00+03:00,72.0,0.0,7.91,9.75
741,2023-06-21 03:38:00+03:00,108.0,0.1,8.45,9.8
742,2023-06-21 03:48:00+03:00,168.0,0.2,8.34,9.78
743,2023-06-21 03:58:00+03:00,278.0,0.3,8.82,10.08
744,2023-06-21 04:08:00+03:00,382.0,0.5,8.89,10.2
745,2023-06-21 04:18:00+03:00,508.0,0.6,9.25,10.27
746,2023-06-21 04:28:00+03:00,658.0,0.8,9.65,10.63
747,2023-06-21 04:38:00+03:00,806.0,1.0,9.96,10.92
748,2023-06-21 04:48:00+03:00,886.0,1.1,10.29,11.26
749,2023-06-21 04:58:00+03:00,1048.0,1.3,10.46,11.24
750,2023-06-21 05:08:00+03:00,1456.0,1.8,10.85,11.17
751,2023-06-21 05:18:00+03:00,2212.0,2.7,12.09,11.69
752,2023-06-21 05:28:00+03:00,2396.0,3.0,13.25,12.15
753,2023-06-21 05:38:00+03:00,2890.0,3.6,14.45,13.01
754,2023-06-21 05:48:00+03:00,2810.0,3.5,15.21,13.92
755,2023-06-21 05:58:00+03:00,4424.0,4.6,16.18,15.14
756,2023-06-21 06:08:00+03:00,3686.0,4.6,20.8,16.81
757,2023-06-21 06:18:00+03:00,5414.0,5.8,23.17,17.47
758,2023-06-21 06:28:00+03:00,5736.0,6.2,26.21,18.43
759,2023-06-21 06:38:00+03:00,6728.0,7.2,28.34,19.48
760,2023-06-21 06:48:00+03:00,7602.0,8.5,29.74,19.87
761,2023-06-21 06:58:00+03:00,6820.0,7.8,29.74,19.71
762,2023-06-21 07:08:00+03:00,6636.0,7.4,29.37,20.12
763,2023-06-21 07:18:00+03:00,6450.0,7.0,29.97,20.96
764,2023-06-21 07:28:00+03:00,6912.0,7.3,28.92,19.95
765,2023-06-21 07:38:00+03:00,7556.0,8.0,28.53,20.25
766,2023-06-21 07:48:00+03:00,7556.0,8.4,29.8,20.11
767,2023-06-21 07:58:00+03:00,9032.0,10.3,29.85,20.56
768,2023-06-21 08:08:00+03:00,8616.0,9.2,28.67,20.35
769,2023-06-21 08:18:00+03:00,9354.0,10.4,30.6,21.17
770,2023-06-21 08:28:00+03:00,9862.0,11.3,31.39,21.67
771,2023-06-21 08:38:00+03:00,10138.0,11.8,30.86,21.3
772,2023-06-21 08:48:00+03:00,10598.0,12.5,30.2,20.88
773,2023-06-21 08:58:00+03:00,11060.0,13.4,31.32,21.64
774,2023-06-21 09:08:00+03:00,11198.0,13.1,31.53,21.78
775,2023-06-21 09:18:00+03:00,11888.0,14.9,31.02,21.51
776,2023-06-21 09:28:00+03:00,12350.0,15.7,30.88,21.17
777,2023-06-21 09:38:00+03:00,12718.0,16.6,31.29,22.18
778,2023-06-21 09:48:00+03:00,12994.0,16.0,30.82,21.4
779,2023-06-21 09:58:00+03:00,14194.0,19.2,31.79,22.74
780,2023-06-21 10:08:00+03:00,14378.0,19.7,32.1,22.78
781,2023-06-21 10:18:00+03:00,14100.0,19.5,31.44,22.81
782,2023-06-21 10:28:00+03:00,12074.0,19.6,31.35,22.46
783,2023-06-21 10:38:00+03:00,14746.0,21.1,31.03,22.46
784,2023-06-21 10:48:00+03:00,15022.0,21.9,31.21,22.7
785,2023-06-21 10:58:00+03:00,15300.0,22.7,31.57,22.84
786,2023-06-21 11:08:00+03:00,15392.0,23.3,31.45,23.0
787,2023-06-21 11:18:00+03:00,15576.0,24.0,31.66,23.21
788,2023-06-21 11:28:00+03:00,3132.0,5.5,31.82,23.6
789,2023-06-21 11:38:00+03:00,16128.0,25.2,27.5,23.42
790,2023-06-21 11:48:00+03:00,3456.0,6.0,29.42,22.97
791,2023-06-21 11:58:00+03:00,16036.0,25.4,26.64,23.33
792,2023-06-21 12:08:00+03:00,15760.0,25.7,28.58,23.76
793,2023-06-21 12:18:00+03:00,16406.0,27.3,30.22,23.81
794,2023-06-21 12:28:00+03:00,15944.0,26.8,30.4,23.35
795,2023-06-21 12:38:00+03:00,16036.0,27.7,30.71,23.89
796,2023-06-21 12:48:00+03:00,16036.0,28.1,31.43,24.33
797,2023-06-21 12:58:00+03:00,15760.0,27.9,30.92,24.18
798,2023-06-21 13:08:00+03:00,15484.0,27.9,31.61,24.61
799,2023-06-21 13:18:00+03:00,15206.0,27.7,31.77,24.8
800,2023-06-21 13:28:00+03:00,15022.0,27.6,31.22,24.45
801,2023-06-21 13:38:00+03:00,14930.0,27.7,31.29,24.64
802,2023-06-21 13:48:00+03:00,14654.0,27.6,31.82,25.18
803,2023-06-21 13:58:00+03:00,14378.0,27.2,30.76,24.44
804,2023-06-21 14:08:00+03:00,14008.0,26.8,31.23,25.3
805,2023-06-21 14:18:00+03:00,13732.0,26.4,30.61,24.5
806,2023-06-21 14:28:00+03:00,13364.0,26.1,31.43,24.75
807,2023-06-21 14:38:00+03:00,12994.0,25.7,32.12,25.5
808,2023-06-21 14:48:00+03:00,12718.0,25.2,31.17,25.33
809,2023-06-21 14:58:00+03:00,12258.0,24.4,31.91,25.85
810,2023-06-21 15:08:00+03:00,11796.0,23.7,31.93,25.78
811,2023-06-21 15:18:00+03:00,11474.0,23.2,32.05,25.51
812,2023-06-21 15:28:00+03:00,11106.0,22.6,32.0,25.4
813,2023-06-21 15:38:00+03:00,10690.0,21.9,31.87,25.83
814,2023-06-21 15:48:00+03:00,10138.0,20.9,32.24,25.75
815,2023-06-21 15:58:00+03:00,9722.0,20.2,32.46,26.22
816,2023-06-21 16:08:00+03:00,9308.0,19.2,32.21,26.47
817,2023-06-21 16:18:00+03:00,8986.0,18.5,31.78,25.84
818,2023-06-21 16:28:00+03:00,8478.0,17.6,31.92,25.82
819,2023-06-21 16:38:00+03:00,8156.0,16.9,32.25,26.45
820,2023-06-21 16:48:00+03:00,7742.0,16.1,32.0,26.4
821,2023-06-21 16:58:00+03:00,7372.0,15.3,31.74,26.42
822,2023-06-21 17:08:00+03:00,6958.0,14.3,32.0,26.39
823,2023-06-21 17:18:00+03:00,6544.0,13.5,32.01,26.5
824,2023-06-21 17:28:00+03:00,6036.0,12.4,32.06,26.77
825,2023-06-21 17:38:00+03:00,5944.0,12.2,31.88,26.49
826,2023-06-21 17:48:00+03:00,5598.0,11.5,32.2,26.91
827,2023-06-21 17:58:00+03:00,5276.0,10.8,31.88,26.28
828,2023-06-21 18:08:00+03:00,4838.0,9.9,31.6,26.23
829,2023-06-21 18:18:00+03:00,4492.0,9.1,31.96,26.69
830,2023-06-21 18:28:00+03:00,4192.0,8.4,31.43,25.82
831,2023-06-21 18:38:00+03:00,3894.0,7.7,31.53,26.39
832,2023-06-21 18:48:00+03:00,3640.0,7.1,31.94,26.76
833,2023-06-21 18:58:00+03:00,3410.0,6.6,31.67,26.64
834,2023-06-21 19:08:00+03:00,3132.0,5.9,31.65,26.71
835,2023-06-21 19:18:00+03:00,2834.0,5.3,31.6,26.6
836,2023-06-21 19:28:00+03:00,2580.0,4.7,31.28,26.38
837,2023-06-21 19:38:00+03:00,2360.0,4.2,30.93,26.55
838,2023-06-21 19:48:00+03:00,2084.0,3.6,29.85,26.15
839,2023-06-21 19:58:00+03:00,1440.0,2.4,26.18,24.46
840,2023-06-21 20:08:00+03:00,1784.0,2.9,26.03,24.32
841,2023-06-21 20:18:00+03:00,1434.0,2.3,26.57,24.52
842,2023-06-21 20:28:00+03:00,1496.0,2.3,24.84,23.67
843,2023-06-21 20:38:00+03:00,1214.0,1.9,23.55,22.96
844,2023-06-21 20:48:00+03:00,886.0,1.4,22.66,22.52
845,2023-06-21 20:58:00+03:00,682.0,1.1,22.04,22.16
846,2023-06-21 21:08:00+03:00,630.0,1.0,21.57,21.83
847,2023-06-21 21:18:00+03:00,498.0,0.8,21.18,21.66
848,2023-06-21 21:28:00+03:00,432.0,0.7,20.67,21.42
849,2023-06-21 21:38:00+03:00,342.0,0.5,20.21,21.16
850,2023-06-21 21:48:00+03:00,290.0,0.4,20.05,21.09
851,2023-06-21 21:58:00+03:00,230.0,0.3,20.04,21.01
852,2023-06-21 22:08:00+03:00,144.0,0.2,19.78,20.82
853,2023-06-21 22:18:00+03:00,94.0,0.1,19.4,20.57
854,2023-06-21 22:28:00+03:00,68.0,0.1,19.12,20.31
855,2023-06-21 22:38:00+03:00,40.0,0.1,19.06,20.22
856,2023-06-21 22:48:00+03:00,22.0,0.1,18.8,20.01
857,2023-06-21 22:58:00+03:00,14.0,0.1,18.45,19.75
858,2023-06-21 23:08:00+03:00,8.0,0.0,18.24,19.53
859,2023-06-21 23:18:00+03:00,2.0,0.0,18.03,19.35
860,2023-06-21 23:28:00+03:00,2.0,0.0,18.12,19.28
861,2023-06-21 23:38:00+03:00,2.0,0.0,18.03,19.2
862,2023-06-21 23:48:00+03:00,0.0,0.0,17.85,19.03
863,2023-06-21 23:58:00+03:00,0.0,0.0,17.88,19.0
864,2023-06-22 00:08:00+03:00,0.0,0.0,17.64,18.85
865,2023-06-22 00:18:00+03:00,0.0,0.0,17.39,18.61
866,2023-06-22 00:28:00+03:00,0.0,0.0,17.22,18.39
867,2023-06-22 00:38:00+03:00,0.0,0.0,16.99,18.17
868,2023-06-22 00:48:00+03:00,0.0,0.0,17.21,18.42
869,2023-06-22 00:58:00+03:00,0.0,0.0,17.12,18.3
870,2023-06-22 01:08:00+03:00,0.0,0.0,17.07,18.28
871,2023-06-22 01:18:00+03:00,0.0,0.0,16.94,18.13
872,2023-06-22 01:28:00+03:00,0.0,0.0,16.95,18.08
873,2023-06-22 01:38:00+03:00,0.0,0.0,17.48,18.25
874,2023-06-22 01:48:00+03:00,0.0,0.0,17.78,18.3
875,2023-06-22 01:58:00+03:00,0.0,0.0,18.02,18.39
876,2023-06-22 02:08:00+03:00,0.0,0.0,17.95,18.25
877,2023-06-22 02:18:00+03:00,0.0,0.0,17.85,18.07
878,2023-06-22 02:28:00+03:00,2.0,0.0,17.64,17.85
879,2023-06-22 02:38:00+03:00,2.0,0.0,17.6,17.82
880,2023-06-22 02:48:00+03:00,8.0,0.0,17.28,17.66
881,2023-06-22 02:58:00+03:00,14.0,0.0,16.78,17.46
882,2023-06-22 03:08:00+03:00,24.0,0.0,16.6,17.36
883,2023-06-22 03:18:00+03:00,40.0,0.0,16.35,17.25
884,2023-06-22 03:28:00+03:00,62.0,0.0,16.17,17.17
885,2023-06-22 03:38:00+03:00,100.0,0.1,16.15,17.2
886,2023-06-22 03:48:00+03:00,148.0,0.2,16.1,17.15
887,2023-06-22 03:58:00+03:00,216.0,0.3,16.02,17.06
888,2023-06-22 04:08:00+03:00,282.0,0.4,15.9,16.92
889,2023-06-22 04:18:00+03:00,356.0,0.5,15.78,16.76
890,2023-06-22 04:28:00+03:00,472.0,0.7,15.6,16.51
891,2023-06-22 04:38:00+03:00,748.0,1.0,15.97,16.53
892,2023-06-22 04:48:00+03:00,742.0,1.0,16.34,16.5
893,2023-06-22 04:58:00+03:00,782.0,1.1,16.34,16.42
894,2023-06-22 05:08:00+03:00,834.0,1.2,16.03,16.39
895,2023-06-22 05:18:00+03:00,1152.0,1.6,15.99,16.35
896,2023-06-22 05:28:00+03:00,1888.0,2.5,16.57,16.4
897,2023-06-22 05:38:00+03:00,2522.0,3.3,17.64,16.73
898,2023-06-22 05:48:00+03:00,2914.0,3.8,18.93,17.42
899,2023-06-22 05:58:00+03:00,2844.0,3.6,20.26,18.12
900,2023-06-22 06:08:00+03:00,2304.0,3.1,19.69,17.73
901,2023-06-22 06:18:00+03:00,3640.0,4.1,21.75,18.22
902,2023-06-22 06:28:00+03:00,2072.0,2.8,22.42,18.57
903,2023-06-22 06:38:00+03:00,3986.0,4.3,22.73,18.64
904,2023-06-22 06:48:00+03:00,4654.0,5.0,23.67,19.03
905,2023-06-22 06:58:00+03:00,5252.0,5.6,26.86,20.45
906,2023-06-22 07:08:00+03:00,5898.0,6.5,28.49,21.64
907,2023-06-22 07:18:00+03:00,6174.0,6.7,29.43,21.95
908,2023-06-22 07:28:00+03:00,6450.0,7.0,30.43,22.29
909,2023-06-22 07:38:00+03:00,6128.0,7.2,31.6,23.17
910,2023-06-22 07:48:00+03:00,7926.0,8.8,32.42,24.22
911,2023-06-22 07:58:00+03:00,6912.0,8.6,32.19,23.7
912,2023-06-22 08:08:00+03:00,8986.0,10.0,31.99,23.89
913,2023-06-22 08:18:00+03:00,9032.0,10.2,32.12,24.35
914,2023-06-22 08:28:00+03:00,12810.0,16.0,35.18,25.19
915,2023-06-22 08:38:00+03:00,6636.0,9.6,33.31,24.32
916,2023-06-22 08:48:00+03:00,11428.0,13.9,35.06,25.4
917,2023-06-22 08:58:00+03:00,11290.0,13.8,35.25,25.7
918,2023-06-22 09:08:00+03:00,10736.0,12.8,34.89,26.13
919,2023-06-22 09:18:00+03:00,11796.0,14.9,34.36,26.23
920,2023-06-22 09:28:00+03:00,12166.0,15.6,35.1,26.35
921,2023-06-22 09:38:00+03:00,12442.0,16.3,34.71,26.64
922,2023-06-22 09:48:00+03:00,12534.0,15.5,34.29,26.28
923,2023-06-22 09:58:00+03:00,13180.0,17.8,34.67,26.45
924,2023-06-22 10:08:00+03:00,13456.0,18.5,34.89,26.93
925,2023-06-22 10:18:00+03:00,13824.0,19.3,35.09,27.29
926,2023-06-22 10:28:00+03:00,12626.0,19.4,34.47,27.35
927,2023-06-22 10:38:00+03:00,14930.0,21.4,34.75,27.65
928,2023-06-22 10:48:00+03:00,14746.0,21.5,35.03,27.34
929,2023-06-22 10:58:00+03:00,15022.0,22.4,35.69,27.87
930,2023-06-22 11:08:00+03:00,14930.0,22.5,36.43,28.1
931,2023-06-22 11:18:00+03:00,15114.0,23.3,36.32,28.1
932,2023-06-22 11:28:00+03:00,4562.0,7.8,36.56,28.6
933,2023-06-22 11:38:00+03:00,15114.0,24.0,32.67,28.53
934,2023-06-22 11:48:00+03:00,4746.0,8.1,33.75,28.77
935,2023-06-22 11:58:00+03:00,15852.0,25.7,32.22,29.2
936,2023-06-22 12:08:00+03:00,14930.0,24.8,34.46,29.2
937,2023-06-22 12:18:00+03:00,14008.0,23.2,34.28,28.85
938,2023-06-22 12:28:00+03:00,11888.0,20.8,34.46,28.92
939,2023-06-22 12:38:00+03:00,15206.0,26.2,35.1,29.23
940,2023-06-22 12:48:00+03:00,10230.0,16.8,33.61,28.28
941,2023-06-22 12:58:00+03:00,14008.0,23.7,34.6,28.6
942,2023-06-22 13:08:00+03:00,15668.0,24.9,35.23,28.89
943,2023-06-22 13:18:00+03:00,14194.0,24.0,34.44,28.78
944,2023-06-22 13:28:00+03:00,14286.0,25.5,34.84,29.18
945,2023-06-22 13:38:00+03:00,13916.0,24.9,35.0,29.35
946,2023-06-22 13:48:00+03:00,11658.0,22.4,35.74,29.79
947,2023-06-22 13:58:00+03:00,13364.0,24.2,35.31,29.54
948,2023-06-22 14:08:00+03:00,13640.0,20.6,34.21,29.15
949,2023-06-22 14:18:00+03:00,2880.0,4.6,31.67,27.6
950,2023-06-22 14:28:00+03:00,1306.0,2.0,28.32,26.66
951,2023-06-22 14:38:00+03:00,1134.0,1.6,22.61,23.66
952,2023-06-22 14:48:00+03:00,1082.0,1.5,20.68,21.48
953,2023-06-22 14:58:00+03:00,1024.0,1.4,19.6,19.94
